Mod:Item:MetaData, Localized Name
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Infused Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:7, Elite Sawing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
baubles:ring:0, Miner's Ring
thaumcraft:thaumonomicon:0, Thaumonomicon
thaumcraft:thaumonomicon:1, Cheater's Thaumonomicon
thaumcraft:curio:0, Arcane Curiosity
thaumcraft:curio:1, Preserved Curiosity
thaumcraft:curio:2, Ancient Curiosity
thaumcraft:curio:3, Eldritch Curiosity
thaumcraft:curio:4, Illuminating Curiosity
thaumcraft:curio:5, Twisted Curiosity
thaumcraft:curio:6, Crimson Rites
thaumcraft:loot_bag:0, Common Treasure
thaumcraft:loot_bag:1, Uncommon Treasure
thaumcraft:loot_bag:2, Rare Treasure
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Pech Wand
thaumcraft:celestial_notes:0, Celestial Notes
thaumcraft:celestial_notes:1, Celestial Notes
thaumcraft:celestial_notes:2, Celestial Notes
thaumcraft:celestial_notes:3, Celestial Notes
thaumcraft:celestial_notes:4, Celestial Notes
thaumcraft:celestial_notes:5, Celestial Notes
thaumcraft:celestial_notes:6, Celestial Notes
thaumcraft:celestial_notes:7, Celestial Notes
thaumcraft:celestial_notes:8, Celestial Notes
thaumcraft:celestial_notes:9, Celestial Notes
thaumcraft:celestial_notes:10, Celestial Notes
thaumcraft:celestial_notes:11, Celestial Notes
thaumcraft:celestial_notes:12, Celestial Notes
thaumcraft:amber, Amber
thaumcraft:quicksilver, Quicksilver
thaumcraft:ingot:0, Thaumium Ingot
thaumcraft:ingot:1, Void Metal Ingot
thaumcraft:ingot:2, Alchemical Brass Ingot
thaumcraft:nugget:0, Iron Nugget
thaumcraft:nugget:1, Copper Nugget
thaumcraft:nugget:2, Tin Nugget
thaumcraft:nugget:3, Silver Nugget
thaumcraft:nugget:4, Lead Nugget
thaumcraft:nugget:5, Quicksilver Drop
thaumcraft:nugget:6, Thaumium Nugget
thaumcraft:nugget:7, Void Metal Nugget
thaumcraft:nugget:8, Alchemical Brass Nugget
thaumcraft:nugget:9, Quartz Sliver
thaumcraft:nugget:10, Rare Earths
thaumcraft:cluster:0, Native Iron Cluster
thaumcraft:cluster:1, Native Gold Cluster
thaumcraft:cluster:2, Native Copper Cluster
thaumcraft:cluster:3, Native Tin Cluster
thaumcraft:cluster:4, Native Silver Cluster
thaumcraft:cluster:5, Native Lead Cluster
thaumcraft:cluster:6, Native Cinnabar Cluster
thaumcraft:cluster:7, Native Quartz Cluster
thaumcraft:fabric, Enchanted Fabric
thaumcraft:vis_resonator, Vis Resonator
thaumcraft:tallow, Magic Tallow
thaumcraft:mechanism_simple, Simple Arcane Mechanism
thaumcraft:mechanism_complex, Complex Arcane Mechanism
thaumcraft:plate:0, Brass Plate
thaumcraft:plate:1, Iron Plate
thaumcraft:plate:2, Thaumium Plate
thaumcraft:plate:3, Void Metal Plate
thaumcraft:filter, Essentia Filter
thaumcraft:morphic_resonator, Morphic Resonator
thaumcraft:salis_mundus, Salis Mundus
thaumcraft:mirrored_glass, Mirrored Glass
thaumcraft:void_seed, Void Seed
thaumcraft:mind:0, Clockwork Mind
thaumcraft:mind:1, Biothaumic Mind
thaumcraft:module:0, Vision Module
thaumcraft:module:1, Aggression Module
thaumcraft:crystal_essence, %s Vis Crystal
thaumcraft:chunk:0, Beef Nugget
thaumcraft:chunk:1, Chicken Nugget
thaumcraft:chunk:2, Pork Nugget
thaumcraft:chunk:3, Fish Nugget
thaumcraft:chunk:4, Rabbit Nugget
thaumcraft:chunk:5, Mutton Nugget
thaumcraft:triple_meat_treat, Triple Meat Treat
thaumcraft:brain, Zombie Brain
thaumcraft:label:0, Blank Label
thaumcraft:phial:0, Glass Phial
thaumcraft:phial:1, Phial of Aer Essentia
thaumcraft:phial:1, Phial of Terra Essentia
thaumcraft:phial:1, Phial of Ignis Essentia
thaumcraft:phial:1, Phial of Aqua Essentia
thaumcraft:phial:1, Phial of Ordo Essentia
thaumcraft:phial:1, Phial of Perditio Essentia
thaumcraft:phial:1, Phial of Vacuos Essentia
thaumcraft:phial:1, Phial of Lux Essentia
thaumcraft:phial:1, Phial of Motus Essentia
thaumcraft:phial:1, Phial of Gelum Essentia
thaumcraft:phial:1, Phial of Vitreus Essentia
thaumcraft:phial:1, Phial of Metallum Essentia
thaumcraft:phial:1, Phial of Victus Essentia
thaumcraft:phial:1, Phial of Mortuus Essentia
thaumcraft:phial:1, Phial of Potentia Essentia
thaumcraft:phial:1, Phial of Permutatio Essentia
thaumcraft:phial:1, Phial of Praecantatio Essentia
thaumcraft:phial:1, Phial of Auram Essentia
thaumcraft:phial:1, Phial of Alkimia Essentia
thaumcraft:phial:1, Phial of Vitium Essentia
thaumcraft:phial:1, Phial of Tenebrae Essentia
thaumcraft:phial:1, Phial of Alienis Essentia
thaumcraft:phial:1, Phial of Volatus Essentia
thaumcraft:phial:1, Phial of Herba Essentia
thaumcraft:phial:1, Phial of Instrumentum Essentia
thaumcraft:phial:1, Phial of Fabrico Essentia
thaumcraft:phial:1, Phial of Machina Essentia
thaumcraft:phial:1, Phial of Vinculum Essentia
thaumcraft:phial:1, Phial of Spiritus Essentia
thaumcraft:phial:1, Phial of Cognitio Essentia
thaumcraft:phial:1, Phial of Sensus Essentia
thaumcraft:phial:1, Phial of Aversio Essentia
thaumcraft:phial:1, Phial of Praemunio Essentia
thaumcraft:phial:1, Phial of Desiderium Essentia
thaumcraft:phial:1, Phial of Exanimis Essentia
thaumcraft:phial:1, Phial of Bestia Essentia
thaumcraft:phial:1, Phial of Humanus Essentia
thaumcraft:phial:1, Phial of Rattus Essentia
thaumcraft:alumentum:0, Alumentum
thaumcraft:jar_brace, Brass Lid Brace
thaumcraft:bottle_taint, Bottle of Taint
thaumcraft:sanity_soap, Sanitizing Soap
thaumcraft:bath_salts, Purifying Bath Salts
thaumcraft:turret:0, Automated Crossbow
thaumcraft:turret:1, Advanced Automated Crossbow
thaumcraft:turret:2, Arcane Bore
thaumcraft:causality_collapser, Causality Collapser
thaumcraft:scribing_tools, Scribing Tools
thaumcraft:thaumometer, Thaumometer
thaumcraft:resonator, Essentia Resonator
thaumcraft:sanity_checker, Sanity Checker
thaumcraft:hand_mirror, Magic Hand Mirror
thaumcraft:thaumium_axe, Thaumium Axe
thaumcraft:thaumium_sword, Thaumium Sword
thaumcraft:thaumium_shovel, Thaumium Shovel
thaumcraft:thaumium_pick, Thaumium Pickaxe
thaumcraft:thaumium_hoe, Thaumium Hoe
thaumcraft:void_axe, Void Axe
thaumcraft:void_sword, Void Sword
thaumcraft:void_shovel, Void Shovel
thaumcraft:void_pick, Void Pickaxe
thaumcraft:void_hoe, Void Hoe
thaumcraft:elemental_axe, Axe of the Stream
thaumcraft:elemental_sword, Sword of the Zephyr
thaumcraft:elemental_shovel, Shovel of the Earthmover
thaumcraft:elemental_pick, Pickaxe of the Core
thaumcraft:elemental_hoe, Hoe of Growth
thaumcraft:primal_crusher, Primal Crusher
thaumcraft:crimson_blade, Crimson Blade
thaumcraft:grapple_gun, Arcane Grappler
thaumcraft:grapple_gun_tip, Grappler Head
thaumcraft:grapple_gun_spool, Grappler Spool
thaumcraft:goggles, Goggles of Revealing
thaumcraft:thaumium_helm, Thaumium Helm
thaumcraft:thaumium_chest, Thaumium Chestplate
thaumcraft:thaumium_legs, Thaumium Leggings
thaumcraft:thaumium_boots, Thaumium Boots
thaumcraft:cloth_chest, Thaumaturge's Robe
thaumcraft:cloth_legs, Thaumaturge's Leggings
thaumcraft:cloth_boots, Thaumaturge's Boots
thaumcraft:traveller_boots, Boots of the Traveller
thaumcraft:fortress_helm, Thaumium Fortress Helm
thaumcraft:fortress_chest, Thaumium Fortress Cuirass
thaumcraft:fortress_legs, Thaumium Fortress Thigh Guards
thaumcraft:void_helm, Void Helm
thaumcraft:void_chest, Void Chestplate
thaumcraft:void_legs, Void Leggings
thaumcraft:void_boots, Void Boots
thaumcraft:void_robe_helm, Void Thaumaturge Hood
thaumcraft:void_robe_chest, Void Thaumaturge Robe
thaumcraft:void_robe_legs, Void Thaumaturge Leggings
thaumcraft:crimson_plate_helm, Crimson Cult Helm
thaumcraft:crimson_plate_chest, Crimson Cult Chestplate
thaumcraft:crimson_plate_legs, Crimson Cult Greaves
thaumcraft:crimson_boots, Crimson Cult Boots
thaumcraft:crimson_robe_helm, Crimson Cult Hood
thaumcraft:crimson_robe_chest, Crimson Cult Robe
thaumcraft:crimson_robe_legs, Crimson Cult Leggings
thaumcraft:crimson_praetor_helm, Crimson Praetor Helm
thaumcraft:crimson_praetor_chest, Crimson Praetor Chestplate
thaumcraft:crimson_praetor_legs, Crimson Praetor Greaves
thaumcraft:baubles:0, Mundane Amulet
thaumcraft:baubles:1, Mundane Ring
thaumcraft:baubles:2, Mundane Belt
thaumcraft:baubles:3, Apprentice's Ring
thaumcraft:baubles:4, Fancy Amulet
thaumcraft:baubles:5, Fancy Ring
thaumcraft:baubles:6, Fancy Belt
thaumcraft:amulet_vis:0, Vis Stone
thaumcraft:amulet_vis:1, Amulet of Vis
thaumcraft:verdant_charm, Verdant Heart Charm
thaumcraft:curiosity_band, Headband of Curiosity
thaumcraft:voidseer_charm, Voidseer's Pearl
thaumcraft:cloud_ring, Cloudstepper Ring
thaumcraft:charm_undying, Charm of Undying
thaumcraft:creative_flux_sponge, Flux Sponge
thaumcraft:enchanted_placeholder, Any enchanted item
thaumcraft:caster_basic, Caster's Gauntlet 
thaumcraft:focus_1, Blank Lesser Focus
thaumcraft:focus_2, Blank Advanced Focus
thaumcraft:focus_3, Blank Greater Focus
thaumcraft:focus_pouch, Focus Pouch
thaumcraft:golem_bell, Golemancer's Bell
thaumcraft:golem, Golem
thaumcraft:seal:0, Blank Seal
thaumcraft:seal:1, Control Seal: Shear
thaumcraft:seal:2, Control Seal: Collect
thaumcraft:seal:3, Advanced Control Seal: Collect
thaumcraft:seal:4, Control Seal: Store
thaumcraft:seal:5, Advanced Control Seal: Store
thaumcraft:seal:6, Control Seal: Empty
thaumcraft:seal:7, Advanced Control Seal: Empty
thaumcraft:seal:8, Control Seal: Harvest
thaumcraft:seal:9, Control Seal: Butcher
thaumcraft:seal:10, Control Seal: Guard
thaumcraft:seal:11, Advanced Control Seal: Guard
thaumcraft:seal:12, Control Seal: Lumberjack
thaumcraft:seal:13, Control Seal: Block Breaker
thaumcraft:seal:14, Control Seal: Use
thaumcraft:seal:15, Control Seal: Provide
thaumcraft:seal:16, Control Seal: Stock
